"zodis","total","singular","singular.num","plural","plural.num"
"omen",1,"",0,"",0
"omentum",1,"",0,"",0
"ominous",1,"",0,"",0
"omiserit",1,"",0,"",0
"omissam",1,"",0,"",0
"omission",1,"",0,"",0
"omissum",1,"",0,"",0
"omitto",1,"",0,"",0
"omnifariae",1,"",0,"",0
"omnifariam",1,"",0,"",0
"omnifarius",1,"",0,"",0
"omniligno",1,"",0,"",0
"omnipotens",1,"",0,"",0
"omnivorantia",1,"",0,"",0
"omphale",1,"",0,"",0
"onagrum",1,"",0,"",0
"onanthe",1,"",0,"",0
"onera",1,"",0,"",0
"onerabit",1,"",0,"",0
"onerabuntur",1,"",0,"",0
"onerant",1,"",0,"",0
"oneri",1,"",0,"",0
"oneribus",1,"",0,"",0
"onerous",1,"",0,"",0
"onomasticon",1,"",0,"",0
"onomaus",1,"",0,"",0
"onyx",1,"",0,"",0
"op",1,"",0,"",0
"opacum",1,"",0,"",0
"opacus",1,"",0,"",0
"opaque",1,"",0,"",0
"operandi",1,"",0,"",0
"operate",1,"",0,"",0
"operationibus",1,"",0,"",0
"operative",1,"",0,"",0
"operato",1,"",0,"",0
"operculum",1,"",0,"",0
"operi",1,"",0,"",0
"operosa",1,"",0,"",0
"operosi",1,"",0,"",0
"operti",1,"",0,"",0
"opesque",1,"",0,"",0
"opiates",1,"",0,"",0
"opif",1,"",0,"",0
"opificem",1,"",0,"",0
"opificia",1,"",0,"",0
"opificio",1,"",0,"",0
"opiliensis",1,"",0,"",0
"opimas",1,"",0,"",0
"opimius",1,"",0,"",0
"opinatum",1,"",0,"",0
"opinionative",1,"",0,"",0
"opinione",1,"",0,"",0
"opinionem",1,"",0,"",0
"opiniones",1,"",0,"",0
"opinionum",1,"",0,"",0
"opiparous",1,"",0,"",0
"opoponacis",1,"",0,"",0
"opoponax",1,"",0,"",0
"oppetat",1,"",0,"",0
"oppia",1,"",0,"",0
"oppida",1,"",0,"",0
"oppin",1,"",0,"",0
"opponas",1,"",0,"",0
"opportunaque",1,"",0,"",0
"opposes",1,"",0,"",0
"opposing",1,"",0,"",0
"oppositam",1,"",0,"",0
"oppositione",1,"",0,"",0
"oppositum",1,"",0,"",0
"opposuisse",1,"",0,"",0
"oppressit",1,"",0,"",0
"oppressiunculis",1,"",0,"",0
"oppressores",1,"",0,"",0
"opprime",1,"",0,"",0
"opprobria",1,"",0,"",0
"opprobrious",1,"",0,"",0
"opprobrium",1,"",0,"",0
"oppugned",1,"",0,"",0
"oppugns",1,"",0,"",0
"opsoniorum",1,"",0,"",0
"opt",1,"",0,"",0
"optabilem",1,"",0,"",0
"optandum",1,"",0,"",0
"optans",1,"",0,"",0
"optant",1,"",0,"",0
"optaret",1,"",0,"",0
"optatam",1,"",0,"",0
"optataque",1,"",0,"",0
"optatos",1,"",0,"",0
"optavi",1,"",0,"",0
"optes",1,"",0,"",0
"optio",1,"",0,"",0
"opulentiae",1,"",0,"",0
"opulentissimorum",1,"",0,"",0
"opulentos",1,"",0,"",0
"opulentus",1,"",0,"",0
"opum",1,"",0,"",0
"oraculorum",1,"",0,"",0
"oraculum",1,"",0,"",0
"orandum",1,"",0,"",0
"oraque",1,"",0,"",0
"orations",1,"",0,"",0
"oratoriam",1,"",0,"",0
"oraverim",1,"",0,"",0
"orbabor",1,"",0,"",0
"orbi",1,"",0,"",0
"orbibus",1,"",0,"",0
"orbicularis",1,"",0,"",0
"orbities",1,"",0,"",0
"orchad",1,"",0,"",0
"orci",1,"",0,"",0
"ord",1,"",0,"",0
"ordaining",1,"",0,"",0
"orderly",1,"",0,"",0
"ordinarem",1,"",0,"",0
"ordinat",1,"",0,"",0
"ordinate",1,"",0,"",0
"ordination",1,"",0,"",0
"ordines",1,"",0,"",0
"ordinibus",1,"",0,"",0
"oreste",1,"",0,"",0
"orestem",1,"",0,"",0
"orexim",1,"",0,"",0
"orexin",1,"",0,"",0
"organici",1,"",0,"",0
"organis",1,"",0,"",0
"ori",1,"",0,"",0
"oriades",1,"",0,"",0
"oriantur",1,"",0,"",0
"oribatius",1,"",0,"",0
"oriell",1,"",0,"",0
"oriens",1,"",0,"",0
"orientales",1,"",0,"",0
"orientalis",1,"",0,"",0
"orientis",1,"",0,"",0
"orig",1,"",0,"",0
"origanaus",1,"",0,"",0
"originating",1,"",0,"",0
"originem",1,"",0,"",0
"origins",1,"",0,"",0
"origo",1,"",0,"",0
"oristella",1,"",0,"",0
"orithya",1,"",0,"",0
"oritur",1,"",0,"",0
"oriuntur",1,"",0,"",0
"ornamentis",1,"",0,"",0
"ornant",1,"",0,"",0
"ornantur",1,"",0,"",0
"ornatissimus",1,"",0,"",0
"oronoco",1,"",0,"",0
"orontius",1,"",0,"",0
"orpheum",1,"",0,"",0
"orson",1,"",0,"",0
"ortam",1,"",0,"",0
"orthod",1,"",0,"",0
"orthodox",1,"",0,"",0
"orthodoxal",1,"",0,"",0
"orthography",1,"",0,"",0
"orthomenian",1,"",0,"",0
"ortu",1,"",0,"",0
"ortum",1,"",0,"",0
"ortus",1,"",0,"",0
"oscitans",1,"",0,"",0
"oscitantes",1,"",0,"",0
"oscitent",1,"",0,"",0
"osculantes",1,"",0,"",0
"osculare",1,"",0,"",0
"oscularetur",1,"",0,"",0
"osculatur",1,"",0,"",0
"osculo",1,"",0,"",0
"ostendat",1,"",0,"",0
"ostendebat",1,"",0,"",0
"ostendendo",1,"",0,"",0
"ostendentes",1,"",0,"",0
"ostendere",1,"",0,"",0
"ostendunt",1,"",0,"",0
"ostentant",1,"",0,"",0
"ostentation",1,"",0,"",0
"ostentes",1,"",0,"",0
"ostentis",1,"",0,"",0
"ostler",1,"",0,"",0
"ostorodius",1,"",0,"",0
"ostracism",1,"",0,"",0
"ostriches",1,"",0,"",0
"osurus",1,"",0,"",0
"osus",1,"",0,"",0
"oswald",1,"",0,"",0
"oswoldus",1,"",0,"",0
"osyride",1,"",0,"",0
"osyrim",1,"",0,"",0
"osyris",1,"",0,"",0
"otacousticon",1,"",0,"",0
"otiantur",1,"",0,"",0
"otioque",1,"",0,"",0
"otiosam",1,"",0,"",0
"otiose",1,"",0,"",0
"otiosissimum",1,"",0,"",0
"otiositas",1,"",0,"",0
"otioso",1,"",0,"",0
"otiosum",1,"",0,"",0
"otocousticons",1,"",0,"",0
"otranto",1,"",0,"",0
"otto",1,"",0,"",0
"ottomans",1,"",0,"",0
"ouch",1,"",0,"",0
"ouches",1,"",0,"",0
"ounceiijß",1,"",0,"",0
"ouncej",1,"",0,"",0
"ouronomachia",1,"",0,"",0
"ousa",1,"",0,"",0
"ouse",1,"",0,"",0
"outbid",1,"",0,"",0
"outlandish",1,"",0,"",0
"outpass",1,"",0,"",0
"outrun",1,"",0,"",0
"outshone",1,"",0,"",0
"outwards",1,"",0,"",0
"ova",1,"",0,"",0
"overabound",1,"",0,"",0
"overall",1,"",0,"",0
"overclouded",1,"",0,"",0
"overgo",1,"",0,"",0
"overgrown",1,"",0,"",0
"overhasty",1,"",0,"",0
"overhead",1,"",0,"",0
"overhear",1,"",0,"",0
"overhearing",1,"",0,"",0
"overheat",1,"",0,"",0
"overheating",1,"",0,"",0
"overheats",1,"",0,"",0
"overjoyed",1,"",0,"",0
"overlaid",1,"",0,"",0
"overloaded",1,"",0,"",0
"overlook",1,"",0,"",0
"overmatch",1,"",0,"",0
"overnight",1,"",0,"",0
"overpassed",1,"",0,"",0
"overpast",1,"",0,"",0
"overran",1,"",0,"",0
"overrul",1,"",0,"",0
"overrule",1,"",0,"",0
"overseeing",1,"",0,"",0
"overspreads",1,"",0,"",0
"overstocked",1,"",0,"",0
"overstretch",1,"",0,"",0
"overswayed",1,"",0,"",0
"overtook",1,"",0,"",0
"overweak",1,"",0,"",0
"overwhelms",1,"",0,"",0
"ovidium",1,"",0,"",0
"owes",1,"",0,"",0
"owing",1,"",0,"",0
"owle",1,"",0,"",0
"owned",1,"",0,"",0
"oxfordshire",1,"",0,"",0
"oxoniensis",1,"",0,"",0
"oxtongue",1,"",0,"",0
"ozimen",1,"",0,"",0
"pac",1,"",0,"",0
"paced",1,"",0,"",0
"pacificum",1,"",0,"",0
"pacificus",1,"",0,"",0
"pacifying",1,"",0,"",0
"pacis",1,"",0,"",0
"packhorses",1,"",0,"",0
"pactolus",1,"",0,"",0
"paedagogus",1,"",0,"",0
"paederastae",1,"",0,"",0
"paedicones",1,"",0,"",0
"paemata",1,"",0,"",0
"paeoniis",1,"",0,"",0
"paeto",1,"",0,"",0
"pagae",1,"",0,"",0
"pagaphetta",1,"",0,"",0
"paglarensis",1,"",0,"",0
"paidas",1,"",0,"",0
"painfully",1,"",0,"",0
"pal",1,"",0,"",0
"palaemon",1,"",0,"",0
"palaestram",1,"",0,"",0
"palamon",1,"",0,"",0
"palan",1,"",0,"",0
"palantia",1,"",0,"",0
"palata",1,"",0,"",0
"palatia",1,"",0,"",0
"palatinate",1,"",0,"",0
"palatum",1,"",0,"",0
"paleologus",1,"",0,"",0
"pales",1,"",0,"",0
"palestram",1,"",0,"",0
"palienlia",1,"",0,"",0
"palindroma",1,"",0,"",0
"paling",1,"",0,"",0
"palingenesia",1,"",0,"",0
"palinodiam",1,"",0,"",0
"palladins",1,"",0,"",0
"palladis",1,"",0,"",0
"pallam",1,"",0,"",0
"pallent",1,"",0,"",0
"pallentesque",1,"",0,"",0
"pallentum",1,"",0,"",0
"palles",1,"",0,"",0
"pallidi",1,"",0,"",0
"pallidum",1,"",0,"",0
"pallidus",1,"",0,"",0
"palliola",1,"",0,"",0
"pallorem",1,"",0,"",0
"pallude",1,"",0,"",0
"pallukie",1,"",0,"",0
"palmam",1,"",0,"",0
"palmettos",1,"",0,"",0
"palms",1,"",0,"",0
"palpant",1,"",0,"",0
"palpitansque",1,"",0,"",0
"palpitantes",1,"",0,"",0
"palpitat",1,"",0,"",0
"paltry",1,"",0,"",0
"paludi",1,"",0,"",0
"paludinosa",1,"",0,"",0
"paludinosus",1,"",0,"",0
"palumbus",1,"",0,"",0
"pampeluna",1,"",0,"",0
"pampering",1,"",0,"",0
"pamphilo",1,"",0,"",0
"panacaeas",1,"",0,"",0
"panaceam",1,"",0,"",0
"panama",1,"",0,"",0
"panathenaeis",1,"",0,"",0
"pancakes",1,"",0,"",0
"pancirola",1,"",0,"",0
"pancrates",1,"",0,"",0
"pandarus",1,"",0,"",0
"pandens",1,"",0,"",0
"pandere",1,"",0,"",0
"pandioniae",1,"",0,"",0
"panditur",1,"",0,"",0
"pandulphos",1,"",0,"",0
"pandulphus",1,"",0,"",0
"pang",1,"",0,"",0
"pangeret",1,"",0,"",0
"panibus",1,"",0,"",0
"pannosa",1,"",0,"",0
"panormitan",1,"",0,"",0
"pans",1,"",0,"",0
"panta",1,"",0,"",0
"panted",1,"",0,"",0
"panteth",1,"",0,"",0
"pantheo",1,"",0,"",0
"panthoides",1,"",0,"",0
"panting",1,"",0,"",0
"pants",1,"",0,"",0
"panyasis",1,"",0,"",0
"papa",1,"",0,"",0
"papavere",1,"",0,"",0
"paphia",1,"",0,"",0
"papillam",1,"",0,"",0
"papillas",1,"",0,"",0
"papillis",1,"",0,"",0
"papillulas",1,"",0,"",0
"papinianus",1,"",0,"",0
"pappare",1,"",0,"",0
"papyrius",1,"",0,"",0
"papyro",1,"",0,"",0
"paracels",1,"",0,"",0
"paracelsum",1,"",0,"",0
"paradine",1,"",0,"",0
"paradisum",1,"",0,"",0
"paradoxa",1,"",0,"",0
"paragon",1,"",0,"",0
"paraiphasis",1,"",0,"",0
"paralysin",1,"",0,"",0
"parant",1,"",0,"",0
"paraphrase",1,"",0,"",0
"paraphrased",1,"",0,"",0
"paraphrases",1,"",0,"",0
"paraphrastic",1,"",0,"",0
"parapinatius",1,"",0,"",0
"parare",1,"",0,"",0
"pararet",1,"",0,"",0
"parasiti",1,"",0,"",0
"parasitis",1,"",0,"",0
"parasitorum",1,"",0,"",0
"parasitum",1,"",0,"",0
"parasitus",1,"",0,"",0
"parastatae",1,"",0,"",0
"parata",1,"",0,"",0
"parati",1,"",0,"",0
"paratissima",1,"",0,"",0
"paraverint",1,"",0,"",0
"parca",1,"",0,"",0
"parcae",1,"",0,"",0
"parcam",1,"",0,"",0
"parcere",1,"",0,"",0
"parcerem",1,"",0,"",0
"parcheth",1,"",0,"",0
"parcissime",1,"",0,"",0
"parcit",1,"",0,"",0
"parcunt",1,"",0,"",0
"parens",1,"",0,"",0
"parentado",1,"",0,"",0
"parentare",1,"",0,"",0
"parentis",1,"",0,"",0
"parentur",1,"",0,"",0
"parere",1,"",0,"",0
"paretur",1,"",0,"",0
"pareus",1,"",0,"",0
"pariacacca",1,"",0,"",0
"paricla",1,"",0,"",0
"paridel",1,"",0,"",0
"paries",1,"",0,"",0
"parietem",1,"",0,"",0
"parietines",1,"",0,"",0
"pario",1,"",0,"",0
"parisiensis",1,"",0,"",0
"parisiis",1,"",0,"",0
"paritor",1,"",0,"",0
"parity",1,"",0,"",0
"parler",1,"",0,"",0
"parley",1,"",0,"",0
"parma",1,"",0,"",0
"parmenio",1,"",0,"",0
"parnassian",1,"",0,"",0
"parnassus",1,"",0,"",0
"parrhasius",1,"",0,"",0
"parrhesiam",1,"",0,"",0
"parricide",1,"",0,"",0
"parsimonia",1,"",0,"",0
"parslan",1,"",0,"",0
"parsons",1,"",0,"",0
"partakers",1,"",0,"",0
"parthenium",1,"",0,"",0
"parthenopaeus",1,"",0,"",0
"parthis",1,"",0,"",0
"parti",1,"",0,"",0
"partic",1,"",0,"",0
"particeps",1,"",0,"",0
"participat",1,"",0,"",0
"participatam",1,"",0,"",0
"participated",1,"",0,"",0
"participates",1,"",0,"",0
"participet",1,"",0,"",0
"particle",1,"",0,"",0
"particularibus",1,"",0,"",0
"particularise",1,"",0,"",0
"particularity",1,"",0,"",0
"particulis",1,"",0,"",0
"partile",1,"",0,"",0
"partiliter",1,"",0,"",0
"partita",1,"",0,"",0
"partner",1,"",0,"",0
"parto",1,"",0,"",0
"partu",1,"",0,"",0
"parturiat",1,"",0,"",0
"parturienti",1,"",0,"",0
"parvae",1,"",0,"",0
"parvamque",1,"",0,"",0
"parvidae",1,"",0,"",0
"parvis",1,"",0,"",0
"parvo",1,"",0,"",0
"parvulus",1,"",0,"",0
"pasargada",1,"",0,"",0
"pascalius",1,"",0,"",0
"pascam",1,"",0,"",0
"pascantur",1,"",0,"",0
"pascat",1,"",0,"",0
"pascebat",1,"",0,"",0
"pascere",1,"",0,"",0
"paschal",1,"",0,"",0
"pascitur",1,"",0,"",0
"pascuis",1,"",0,"",0
"pascuntur",1,"",0,"",0
"paset",1,"",0,"",0
"pasetes",1,"",0,"",0
"pasil",1,"",0,"",0
"pasin",1,"",0,"",0
"pasquillers",1,"",0,"",0
"pasquils",1,"",0,"",0
"passant",1,"",0,"",0
"passere",1,"",0,"",0
"passibilia",1,"",0,"",0
"passius",1,"",0,"",0
"passu",1,"",0,"",0
"passum",1,"",0,"",0
"pastinacarum",1,"",0,"",0
"pastor",1,"",0,"",0
"pastores",1,"",0,"",0
"pastorum",1,"",0,"",0
"pastos",1,"",0,"",0
"patareaque",1,"",0,"",0
"patavum",1,"",0,"",0
"pateant",1,"",0,"",0
"pated",1,"",0,"",0
"patella",1,"",0,"",0
"patens",1,"",0,"",0
"patentes",1,"",0,"",0
"patenti",1,"",0,"",0
"patentia",1,"",0,"",0
"patentis",1,"",0,"",0
"patera",1,"",0,"",0
"paterna",1,"",0,"",0
"paternal",1,"",0,"",0
"paterque",1,"",0,"",0
"pates",1,"",0,"",0
"pathetically",1,"",0,"",0
"patiaris",1,"",0,"",0
"patibulo",1,"",0,"",0
"patienter",1,"",0,"",0
"patientia",1,"",0,"",0
"patientibus",1,"",0,"",0
"patior",1,"",0,"",0
"patisonem",1,"",0,"",0
"patrari",1,"",0,"",0
"patre",1,"",0,"",0
"patri",1,"",0,"",0
"patrial",1,"",0,"",0
"patriis",1,"",0,"",0
"patrimonio",1,"",0,"",0
"patrimonium",1,"",0,"",0
"patrio",1,"",0,"",0
"patriots",1,"",0,"",0
"patriove",1,"",0,"",0
"patrit",1,"",0,"",0
"patritium",1,"",0,"",0
"patrium",1,"",0,"",0
"patrizare",1,"",0,"",0
"patrocinantur",1,"",0,"",0
"patrocinio",1,"",0,"",0
"patrocinium",1,"",0,"",0
"patrono",1,"",0,"",0
"patronus",1,"",0,"",0
"patruusque",1,"",0,"",0
"patuloque",1,"",0,"",0
"paucae",1,"",0,"",0
"paucam",1,"",0,"",0
"pauciloqui",1,"",0,"",0
"paucissimas",1,"",0,"",0
"paucity",1,"",0,"",0
"paucorum",1,"",0,"",0
"pauculis",1,"",0,"",0
"paula",1,"",0,"",0
"paulatim",1,"",0,"",0
"paulini",1,"",0,"",0
"paulisper",1,"",0,"",0
"pauls",1,"",0,"",0
"paulum",1,"",0,"",0
"paunch",1,"",0,"",0
"paunches",1,"",0,"",0
"pauperate",1,"",0,"",0
"paupere",1,"",0,"",0
"pauperem",1,"",0,"",0
"pauperi",1,"",0,"",0
"pauperies",1,"",0,"",0
"pauperiorum",1,"",0,"",0
"paurrhelia",1,"",0,"",0
"pausa",1,"",0,"",0
"pause",1,"",0,"",0
"paved",1,"",0,"",0
"pavefacti",1,"",0,"",0
"pavet",1,"",0,"",0
"pavidumque",1,"",0,"",0
"pavimentis",1,"",0,"",0
"pavo",1,"",0,"",0
"pavor",1,"",0,"",0
"paws",1,"",0,"",0
"paxes",1,"",0,"",0
"paying",1,"",0,"",0
"paynes",1,"",0,"",0
"peacemakers",1,"",0,"",0
"peak",1,"",0,"",0
"pebbles",1,"",0,"",0
"peccadillo",1,"",0,"",0
"peccandi",1,"",0,"",0
"peccans",1,"",0,"",0
"peccantium",1,"",0,"",0
"peccare",1,"",0,"",0
"peccarunt",1,"",0,"",0
"peccas",1,"",0,"",0
"peccasse",1,"",0,"",0
"peccasti",1,"",0,"",0
"peccator",1,"",0,"",0
"peccavi",1,"",0,"",0
"peccavit",1,"",0,"",0
"peck",1,"",0,"",0
"pecked",1,"",0,"",0
"peckled",1,"",0,"",0
"pecora",1,"",0,"",0
"pecorinis",1,"",0,"",0
"pecorisque",1,"",0,"",0
"pecten",1,"",0,"",0
"pectis",1,"",0,"",0
"pecudibus",1,"",0,"",0
"pecudumque",1,"",0,"",0
"peculatus",1,"",0,"",0
"peculiari",1,"",0,"",0
"peculiaria",1,"",0,"",0
"peculiarly",1,"",0,"",0
"pecuniarum",1,"",0,"",0
"pecunias",1,"",0,"",0
"pecuniosi",1,"",0,"",0
"pedantic",1,"",0,"",0
"pedantry",1,"",0,"",0
"pedestal",1,"",0,"",0
"pedibusque",1,"",0,"",0
"pediculorum",1,"",0,"",0
"pedissequae",1,"",0,"",0
"pegu",1,"",0,"",0
"pejerare",1,"",0,"",0
"pejora",1,"",0,"",0
"pejores",1,"",0,"",0
"pejusque",1,"",0,"",0
"pekin",1,"",0,"",0
"peking",1,"",0,"",0
"pelagia",1,"",0,"",0
"pelagius",1,"",0,"",0
"pelago",1,"",0,"",0
"pelaprus",1,"",0,"",0
"pelargus",1,"",0,"",0
"peleca",1,"",0,"",0
"pelenus",1,"",0,"",0
"peletius",1,"",0,"",0
"peleus",1,"",0,"",0
"pelezius",1,"",0,"",0
"pelignus",1,"",0,"",0
"pelion",1,"",0,"",0
"pella",1,"",0,"",0
"pellere",1,"",0,"",0
"pellexi",1,"",0,"",0
"pellibus",1,"",0,"",0
"pellicatus",1,"",0,"",0
"pellices",1,"",0,"",0
"pellis",1,"",0,"",0
"pellit",1,"",0,"",0
"pellite",1,"",0,"",0
"pellitory",1,"",0,"",0
"pellitur",1,"",0,"",0
"pellucidissime",1,"",0,"",0
"peloponessus",1,"",0,"",0
"peloponesum",1,"",0,"",0
"peloponnesians",1,"",0,"",0
"pelops",1,"",0,"",0
"penal",1,"",0,"",0
"pencils",1,"",0,"",0
"pendeat",1,"",0,"",0
"pendulis",1,"",0,"",0
"penem",1,"",0,"",0
"penes",1,"",0,"",0
"penetrabit",1,"",0,"",0
"penetralibus",1,"",0,"",0
"penetrant",1,"",0,"",0
"penetrantes",1,"",0,"",0
"penetraret",1,"",0,"",0
"penetrat",1,"",0,"",0
"peninnah",1,"",0,"",0
"penitence",1,"",0,"",0
"penitency",1,"",0,"",0
"penitential",1,"",0,"",0
"pennyworths",1,"",0,"",0
"pens",1,"",0,"",0
"pensare",1,"",0,"",0
"penset",1,"",0,"",0
"pensiles",1,"",0,"",0
"pensitet",1,"",0,"",0
"pentiae",1,"",0,"",0
"pepio",1,"",0,"",0
"peplo",1,"",0,"",0
"pepon",1,"",0,"",0
"pepperere",1,"",0,"",0
"pepulitque",1,"",0,"",0
"pera",1,"",0,"",0
"peraenetica",1,"",0,"",0
"peragant",1,"",0,"",0
"percacant",1,"",0,"",0
"perceivest",1,"",0,"",0
"percellens",1,"",0,"",0
"percepi",1,"",0,"",0
"percipi",1,"",0,"",0
"percipit",1,"",0,"",0
"percita",1,"",0,"",0
"perciti",1,"",0,"",0
"perculsae",1,"",0,"",0
"percunter",1,"",0,"",0
"percurrens",1,"",0,"",0
"percurrit",1,"",0,"",0
"percusserit",1,"",0,"",0
"percussi",1,"",0,"",0
"percussio",1,"",0,"",0
"percussore",1,"",0,"",0
"percussus",1,"",0,"",0
"perdat",1,"",0,"",0
"perdatur",1,"",0,"",0
"perde",1,"",0,"",0
"perdendae",1,"",0,"",0
"perdendis",1,"",0,"",0
"perdentium",1,"",0,"",0
"perditionis",1,"",0,"",0
"perdomentur",1,"",0,"",0
"perdu",1,"",0,"",0
"pereamve",1,"",0,"",0
"peredit",1,"",0,"",0
"pereg",1,"",0,"",0
"peregi",1,"",0,"",0
"peregre",1,"",0,"",0
"peregrinum",1,"",0,"",0
"peremptores",1,"",0,"",0
"peremptory",1,"",0,"",0
"perenna",1,"",0,"",0
"perennis",1,"",0,"",0
"perennius",1,"",0,"",0
"perer",1,"",0,"",0
"peresio",1,"",0,"",0
"peresius",1,"",0,"",0
"pereundi",1,"",0,"",0
"pereuntium",1,"",0,"",0
"perexigua",1,"",0,"",0
"perez",1,"",0,"",0
"perfecerit",1,"",0,"",0
"perfecit",1,"",0,"",0
"perfectio",1,"",0,"",0
"perfectissimum",1,"",0,"",0
"perfects",1,"",0,"",0
"perfectum",1,"",0,"",0
"perferenda",1,"",0,"",0
"perficitur",1,"",0,"",0
"perfida",1,"",0,"",0
"perfidis",1,"",0,"",0
"perforata",1,"",0,"",0
"performing",1,"",0,"",0
"perfugio",1,"",0,"",0
"perfuming",1,"",0,"",0
"perge",1,"",0,"",0
"pergite",1,"",0,"",0
"pergraecari",1,"",0,"",0
"pergunt",1,"",0,"",0
"perhorrescunt",1,"",0,"",0
"periacaca",1,"",0,"",0
"peribat",1,"",0,"",0
"periclitanti",1,"",0,"",0
"periclitatur",1,"",0,"",0
"periculosus",1,"",0,"",0
"periere",1,"",0,"",0
"perigram",1,"",0,"",0
"perii",1,"",0,"",0
"perimi",1,"",0,"",0
"periodical",1,"",0,"",0
"periodis",1,"",0,"",0
"periplectomines",1,"",0,"",0
"periplo",1,"",0,"",0
"perisheth",1,"",0,"",0
"perisse",1,"",0,"",0
"perithoonta",1,"",0,"",0
"peritiam",1,"",0,"",0
"peritius",1,"",0,"",0
"peritoneum",1,"",0,"",0
"peritura",1,"",0,"",0
"peritus",1,"",0,"",0
"perjora",1,"",0,"",0
"perjura",1,"",0,"",0
"perjurata",1,"",0,"",0
"perjuris",1,"",0,"",0
"perjurum",1,"",0,"",0
"perlegat",1,"",0,"",0
"perlegens",1,"",0,"",0
"perlegi",1,"",0,"",0
"permisisset",1,"",0,"",0
"permissu",1,"",0,"",0
"permistum",1,"",0,"",0
"permittat",1,"",0,"",0
"permitte",1,"",0,"",0
"permitting",1,"",0,"",0
"permittit",1,"",0,"",0
"permittitur",1,"",0,"",0
"permittunt",1,"",0,"",0
"permolere",1,"",0,"",0
"permulcebat",1,"",0,"",0
"permutat",1,"",0,"",0
"permutatio",1,"",0,"",0
"perniciemque",1,"",0,"",0
"perniciosa",1,"",0,"",0
"perniciosius",1,"",0,"",0
"pernoctas",1,"",0,"",0
"perosus",1,"",0,"",0
"perox",1,"",0,"",0
"perpetranda",1,"",0,"",0
"perpetrare",1,"",0,"",0
"perpetratis",1,"",0,"",0
"perpetually",1,"",0,"",0
"perpetuam",1,"",0,"",0
"perpetuate",1,"",0,"",0
"perpetuorisu",1,"",0,"",0
"perpetuorum",1,"",0,"",0
"perpetuum",1,"",0,"",0
"perquam",1,"",0,"",0
"perque",1,"",0,"",0
"perrumpere",1,"",0,"",0
"perrumpet",1,"",0,"",0
"pers",1,"",0,"",0
"persas",1,"",0,"",0
"perse",1,"",0,"",0
"persechio",1,"",0,"",0
"persecutes",1,"",0,"",0
"persequi",1,"",0,"",0
"persever",1,"",0,"",0
"perseverantia",1,"",0,"",0
"perseveraret",1,"",0,"",0
"perseverat",1,"",0,"",0
"persevered",1,"",0,"",0
"perseveremus",1,"",0,"",0
"perseverent",1,"",0,"",0
"perseveres",1,"",0,"",0
"perseveret",1,"",0,"",0
"persic",1,"",0,"",0
"persicis",1,"",0,"",0
"persicos",1,"",0,"",0
"persina",1,"",0,"",0
"persis",1,"",0,"",0
"persium",1,"",0,"",0
"persolvant",1,"",0,"",0
"personal",1,"",0,"",0
"personated",1,"",0,"",0
"personis",1,"",0,"",0
"perspect",1,"",0,"",0
"perspicacious",1,"",0,"",0
"perspicacitatis",1,"",0,"",0
"perspiciens",1,"",0,"",0
"perspicit",1,"",0,"",0
"perspicui",1,"",0,"",0
"perstabat",1,"",0,"",0
"perstrepentes",1,"",0,"",0
"perstringat",1,"",0,"",0
"perstringunt",1,"",0,"",0
"persuadenda",1,"",0,"",0
"persuadent",1,"",0,"",0
"persuaderi",1,"",0,"",0
"persuadet",1,"",0,"",0
"persuasione",1,"",0,"",0
"persuasit",1,"",0,"",0
"persuasively",1,"",0,"",0
"persuasus",1,"",0,"",0
"pertaesi",1,"",0,"",0
"perterrefecerit",1,"",0,"",0
"pertinaces",1,"",0,"",0
"pertinaciae",1,"",0,"",0
"pertinacissimum",1,"",0,"",0
"pertinaciter",1,"",0,"",0
"pertinere",1,"",0,"",0
"pertingens",1,"",0,"",0
"pertubationem",1,"",0,"",0
"pertundite",1,"",0,"",0
"perturbabant",1,"",0,"",0
"perturbationum",1,"",0,"",0
"perturbato",1,"",0,"",0
"perturbatorum",1,"",0,"",0
"pertusam",1,"",0,"",0
"peruana",1,"",0,"",0
"peruris",1,"",0,"",0
"perurunt",1,"",0,"",0
"perusing",1,"",0,"",0
"peruzium",1,"",0,"",0
"pervenerint",1,"",0,"",0
"pervenisse",1,"",0,"",0
"pervenit",1,"",0,"",0
"perversa",1,"",0,"",0
"perversum",1,"",0,"",0
"pervertunt",1,"",0,"",0
"pervicere",1,"",0,"",0
"pervulgata",1,"",0,"",0
"pessimae",1,"",0,"",0
"pessimi",1,"",0,"",0
"pessulo",1,"",0,"",0
"pesters",1,"",0,"",0
"pestifer",1,"",0,"",0
"pestifera",1,"",0,"",0
"pestiferum",1,"",0,"",0
"pestil",1,"",0,"",0
"pestilentis",1,"",0,"",0
"pestilentissima",1,"",0,"",0
"pestilentius",1,"",0,"",0
"pestium",1,"",0,"",0
"petards",1,"",0,"",0
"petat",1,"",0,"",0
"petatis",1,"",0,"",0
"petavius",1,"",0,"",0
"petenda",1,"",0,"",0
"petentes",1,"",0,"",0
"petenti",1,"",0,"",0
"petitor",1,"",0,"",0
"petitum",1,"",0,"",0
"peto",1,"",0,"",0
"petraea",1,"",0,"",0
"petronel",1,"",0,"",0
"petronio",1,"",0,"",0
"petrum",1,"",0,"",0
"pettish",1,"",0,"",0
"petulanter",1,"",0,"",0
"petulantia",1,"",0,"",0
